"Dataline","Play","PlayerLinenumber","ActSceneLine","Player","PlayerLine"
"107834","Two Gentlemen of Verona","32","5.4.109","JULIA","O Proteus, let this habit make thee blush!"
"107835","Two Gentlemen of Verona","32","5.4.110","JULIA","Be thou ashamed that I have took upon me"
"107836","Two Gentlemen of Verona","32","5.4.111","JULIA","Such an immodest raiment, if shame live"
"107837","Two Gentlemen of Verona","32","5.4.112","JULIA","In a disguise of love:"
"107838","Two Gentlemen of Verona","32","5.4.113","JULIA","It is the lesser blot, modesty finds,"
"107839","Two Gentlemen of Verona","32","5.4.114","JULIA","Women to change their shapes than men their minds."
"107840","Two Gentlemen of Verona","33","5.4.115","PROTEUS","Than men their minds! 'tis true."
"107841","Two Gentlemen of Verona","33","5.4.116","PROTEUS","O heaven! were man"
"107842","Two Gentlemen of Verona","33","5.4.117","PROTEUS","But constant, he were perfect. That one error"
"107843","Two Gentlemen of Verona","33","5.4.118","PROTEUS","Fills him with faults, makes him run through all the sins:"
"107844","Two Gentlemen of Verona","33","5.4.119","PROTEUS","Inconstancy falls off ere it begins."
"107845","Two Gentlemen of Verona","33","5.4.120","PROTEUS","What is in Silvia's face, but I may spy"
"107846","Two Gentlemen of Verona","33","5.4.121","PROTEUS","More fresh in Julia's with a constant eye?"
"107847","Two Gentlemen of Verona","34","5.4.122","VALENTINE","Come, come, a hand from either:"
"107848","Two Gentlemen of Verona","34","5.4.123","VALENTINE","Let me be blest to make this happy close,"
"107849","Two Gentlemen of Verona","34","5.4.124","VALENTINE","'Twere pity two such friends should be long foes."
"107850","Two Gentlemen of Verona","35","5.4.125","PROTEUS","Bear witness, Heaven, I have my wish for ever."
"107851","Two Gentlemen of Verona","36","5.4.126","JULIA","And I mine."
"107852","Two Gentlemen of Verona","36",,"JULIA","Enter Outlaws, with DUKE and THURIO"
"107853","Two Gentlemen of Verona","37","5.4.127","Outlaws","A prize, a prize, a prize!"
"107854","Two Gentlemen of Verona","38","5.4.128","VALENTINE","Forbear, forbear, I say! it is my lord the duke."
"107855","Two Gentlemen of Verona","38","5.4.129","VALENTINE","Your grace is welcome to a man disgraced,"
"107856","Two Gentlemen of Verona","38","5.4.130","VALENTINE","Banished Valentine."
"107857","Two Gentlemen of Verona","39","5.4.131","DUKE","Sir Valentine!"
"107858","Two Gentlemen of Verona","40","5.4.132","THURIO","Yonder is Silvia, and Silvia's mine."
"107859","Two Gentlemen of Verona","41","5.4.133","VALENTINE","Thurio, give back, or else embrace thy death,"
"107860","Two Gentlemen of Verona","41","5.4.134","VALENTINE","Come not within the measure of my wrath,"
"107861","Two Gentlemen of Verona","41","5.4.135","VALENTINE","Do not name Silvia thine, if once again,"
"107862","Two Gentlemen of Verona","41","5.4.136","VALENTINE","Verona shall not hold thee. Here she stands,"
"107863","Two Gentlemen of Verona","41","5.4.137","VALENTINE","Take but possession of her with a touch:"
"107864","Two Gentlemen of Verona","41","5.4.138","VALENTINE","I dare thee but to breathe upon my love."
"107865","Two Gentlemen of Verona","42","5.4.139","THURIO","Sir Valentine, I care not for her, I,"
"107866","Two Gentlemen of Verona","42","5.4.140","THURIO","I hold him but a fool that will endanger"
"107867","Two Gentlemen of Verona","42","5.4.141","THURIO","His body for a girl that loves him not:"
"107868","Two Gentlemen of Verona","42","5.4.142","THURIO","I claim her not, and therefore she is thine."
"107869","Two Gentlemen of Verona","43","5.4.143","DUKE","The more degenerate and base art thou,"
"107870","Two Gentlemen of Verona","43","5.4.144","DUKE","To make such means for her as thou hast done"
"107871","Two Gentlemen of Verona","43","5.4.145","DUKE","And leave her on such slight conditions."
"107872","Two Gentlemen of Verona","43","5.4.146","DUKE","Now, by the honour of my ancestry,"
"107873","Two Gentlemen of Verona","43","5.4.147","DUKE","I do applaud thy spirit, Valentine,"
"107874","Two Gentlemen of Verona","43","5.4.148","DUKE","And think thee worthy of an empress' love:"
"107875","Two Gentlemen of Verona","43","5.4.149","DUKE","Know then, I here forget all former griefs,"
"107876","Two Gentlemen of Verona","43","5.4.150","DUKE","Cancel all grudge, repeal thee home again,"
"107877","Two Gentlemen of Verona","43","5.4.151","DUKE","Plead a new state in thy unrivall'd merit,"
"107878","Two Gentlemen of Verona","43","5.4.152","DUKE","To which I thus subscribe: Sir Valentine,"
"107879","Two Gentlemen of Verona","43","5.4.153","DUKE","Thou art a gentleman and well derived,"
"107880","Two Gentlemen of Verona","43","5.4.154","DUKE","Take thou thy Silvia, for thou hast deserved her."
"107881","Two Gentlemen of Verona","44","5.4.155","VALENTINE","I thank your grace, the gift hath made me happy."
"107882","Two Gentlemen of Verona","44","5.4.156","VALENTINE","I now beseech you, for your daughter's sake,"
"107883","Two Gentlemen of Verona","44","5.4.157","VALENTINE","To grant one boom that I shall ask of you."
"107884","Two Gentlemen of Verona","45","5.4.158","DUKE","I grant it, for thine own, whate'er it be."
"107885","Two Gentlemen of Verona","46","5.4.159","VALENTINE","These banish'd men that I have kept withal"
"107886","Two Gentlemen of Verona","46","5.4.160","VALENTINE","Are men endued with worthy qualities:"
"107887","Two Gentlemen of Verona","46","5.4.161","VALENTINE","Forgive them what they have committed here"
"107888","Two Gentlemen of Verona","46","5.4.162","VALENTINE","And let them be recall'd from their exile:"
"107889","Two Gentlemen of Verona","46","5.4.163","VALENTINE","They are reformed, civil, full of good"
"107890","Two Gentlemen of Verona","46","5.4.164","VALENTINE","And fit for great employment, worthy lord."
"107891","Two Gentlemen of Verona","47","5.4.165","DUKE","Thou hast prevail'd, I pardon them and thee:"
"107892","Two Gentlemen of Verona","47","5.4.166","DUKE","Dispose of them as thou know'st their deserts."
"107893","Two Gentlemen of Verona","47","5.4.167","DUKE","Come, let us go: we will include all jars"
"107894","Two Gentlemen of Verona","47","5.4.168","DUKE","With triumphs, mirth and rare solemnity."
"107895","Two Gentlemen of Verona","48","5.4.169","VALENTINE","And, as we walk along, I dare be bold"
"107896","Two Gentlemen of Verona","48","5.4.170","VALENTINE","With our discourse to make your grace to smile."
"107897","Two Gentlemen of Verona","48","5.4.171","VALENTINE","What think you of this page, my lord?"
"107898","Two Gentlemen of Verona","49","5.4.172","DUKE","I think the boy hath grace in him, he blushes."
"107899","Two Gentlemen of Verona","50","5.4.173","VALENTINE","I warrant you, my lord, more grace than boy."
"107900","Two Gentlemen of Verona","51","5.4.174","DUKE","What mean you by that saying?"
"107901","Two Gentlemen of Verona","52","5.4.175","VALENTINE","Please you, I'll tell you as we pass along,"
"107902","Two Gentlemen of Verona","52","5.4.176","VALENTINE","That you will wonder what hath fortuned."
"107903","Two Gentlemen of Verona","52","5.4.177","VALENTINE","Come, Proteus, 'tis your penance but to hear"
"107904","Two Gentlemen of Verona","52","5.4.178","VALENTINE","The story of your loves discovered:"
"107905","Two Gentlemen of Verona","52","5.4.179","VALENTINE","That done, our day of marriage shall be yours,"
"107906","Two Gentlemen of Verona","52","5.4.180","VALENTINE","One feast, one house, one mutual happiness."
"107907","Two Gentlemen of Verona","52",,"VALENTINE","Exeunt"
"107908","A Winters Tale","52",,"VALENTINE","ACT I"
"107909","A Winters Tale","52",,"VALENTINE","SCENE I. Antechamber in LEONTES' palace."
"107910","A Winters Tale","52",,"VALENTINE","Enter CAMILLO and ARCHIDAMUS"
"107911","A Winters Tale","1","1.1.1","ARCHIDAMUS","If you shall chance, Camillo, to visit Bohemia, on"
"107912","A Winters Tale","1","1.1.2","ARCHIDAMUS","the like occasion whereon my services are now on"
"107913","A Winters Tale","1","1.1.3","ARCHIDAMUS","foot, you shall see, as I have said, great"
"107914","A Winters Tale","1","1.1.4","ARCHIDAMUS","difference betwixt our Bohemia and your Sicilia."
"107915","A Winters Tale","2","1.1.5","CAMILLO","I think, this coming summer, the King of Sicilia"
"107916","A Winters Tale","2","1.1.6","CAMILLO","means to pay Bohemia the visitation which he justly owes him."
"107917","A Winters Tale","3","1.1.7","ARCHIDAMUS","Wherein our entertainment shall shame us we will be"
"107918","A Winters Tale","3","1.1.8","ARCHIDAMUS","justified in our loves, for indeed--"
"107919","A Winters Tale","4","1.1.9","CAMILLO","Beseech you,--"
"107920","A Winters Tale","5","1.1.10","ARCHIDAMUS","Verily, I speak it in the freedom of my knowledge:"
"107921","A Winters Tale","5","1.1.11","ARCHIDAMUS","we cannot with such magnificence--in so rare--I know"
"107922","A Winters Tale","5","1.1.12","ARCHIDAMUS","not what to say. We will give you sleepy drinks,"
"107923","A Winters Tale","5","1.1.13","ARCHIDAMUS","that your senses, unintelligent of our insufficience,"
"107924","A Winters Tale","5","1.1.14","ARCHIDAMUS","may, though they cannot praise us, as little accuse"
"107925","A Winters Tale","5","1.1.15","ARCHIDAMUS","us."
"107926","A Winters Tale","6","1.1.16","CAMILLO","You pay a great deal too dear for what's given freely."
"107927","A Winters Tale","7","1.1.17","ARCHIDAMUS","Believe me, I speak as my understanding instructs me"
"107928","A Winters Tale","7","1.1.18","ARCHIDAMUS","and as mine honesty puts it to utterance."
"107929","A Winters Tale","8","1.1.19","CAMILLO","Sicilia cannot show himself over-kind to Bohemia."
"107930","A Winters Tale","8","1.1.20","CAMILLO","They were trained together in their childhoods, and"
"107931","A Winters Tale","8","1.1.21","CAMILLO","there rooted betwixt them then such an affection,"
"107932","A Winters Tale","8","1.1.22","CAMILLO","which cannot choose but branch now. Since their"
"107933","A Winters Tale","8","1.1.23","CAMILLO","more mature dignities and royal necessities made"
"107934","A Winters Tale","8","1.1.24","CAMILLO","separation of their society, their encounters,"
"107935","A Winters Tale","8","1.1.25","CAMILLO","though not personal, have been royally attorneyed"
"107936","A Winters Tale","8","1.1.26","CAMILLO","with interchange of gifts, letters, loving"
"107937","A Winters Tale","8","1.1.27","CAMILLO","embassies, that they have seemed to be together,"
"107938","A Winters Tale","8","1.1.28","CAMILLO","though absent, shook hands, as over a vast, and"
"107939","A Winters Tale","8","1.1.29","CAMILLO","embraced, as it were, from the ends of opposed"
"107940","A Winters Tale","8","1.1.30","CAMILLO","winds. The heavens continue their loves!"
"107941","A Winters Tale","9","1.1.31","ARCHIDAMUS","I think there is not in the world either malice or"
"107942","A Winters Tale","9","1.1.32","ARCHIDAMUS","matter to alter it. You have an unspeakable"
"107943","A Winters Tale","9","1.1.33","ARCHIDAMUS","comfort of your young prince Mamillius: it is a"
"107944","A Winters Tale","9","1.1.34","ARCHIDAMUS","gentleman of the greatest promise that ever came"
"107945","A Winters Tale","9","1.1.35","ARCHIDAMUS","into my note."
"107946","A Winters Tale","10","1.1.36","CAMILLO","I very well agree with you in the hopes of him: it"
"107947","A Winters Tale","10","1.1.37","CAMILLO","is a gallant child, one that indeed physics the"
"107948","A Winters Tale","10","1.1.38","CAMILLO","subject, makes old hearts fresh: they that went on"
"107949","A Winters Tale","10","1.1.39","CAMILLO","crutches ere he was born desire yet their life to"
"107950","A Winters Tale","10","1.1.40","CAMILLO","see him a man."
"107951","A Winters Tale","11","1.1.41","ARCHIDAMUS","Would they else be content to die?"
"107952","A Winters Tale","12","1.1.42","CAMILLO","Yes, if there were no other excuse why they should"
"107953","A Winters Tale","12","1.1.43","CAMILLO","desire to live."
"107954","A Winters Tale","13","1.1.44","ARCHIDAMUS","If the king had no son, they would desire to live"
"107955","A Winters Tale","13","1.1.45","ARCHIDAMUS","on crutches till he had one."
"107956","A Winters Tale","13",,"ARCHIDAMUS","Exeunt"
"107957","A Winters Tale","13",,"ARCHIDAMUS","SCENE II. A room of state in the same."
"107958","A Winters Tale","13",,"ARCHIDAMUS","Enter LEONTES, HERMIONE, MAMILLIUS, POLIXENES, CAMILLO, and Attendants"
"107959","A Winters Tale","1","1.2.1","POLIXENES","Nine changes of the watery star hath been"
"107960","A Winters Tale","1","1.2.2","POLIXENES","The shepherd's note since we have left our throne"
"107961","A Winters Tale","1","1.2.3","POLIXENES","Without a burthen: time as long again"
"107962","A Winters Tale","1","1.2.4","POLIXENES","Would be find up, my brother, with our thanks,"
"107963","A Winters Tale","1","1.2.5","POLIXENES","And yet we should, for perpetuity,"
"107964","A Winters Tale","1","1.2.6","POLIXENES","Go hence in debt: and therefore, like a cipher,"
"107965","A Winters Tale","1","1.2.7","POLIXENES","Yet standing in rich place, I multiply"
"107966","A Winters Tale","1","1.2.8","POLIXENES","With one 'We thank you' many thousands moe"
"107967","A Winters Tale","1","1.2.9","POLIXENES","That go before it."
"107968","A Winters Tale","2","1.2.10","LEONTES","Stay your thanks a while,"
"107969","A Winters Tale","2","1.2.11","LEONTES","And pay them when you part."
"107970","A Winters Tale","3","1.2.12","POLIXENES","Sir, that's to-morrow."
"107971","A Winters Tale","3","1.2.13","POLIXENES","I am question'd by my fears, of what may chance"
"107972","A Winters Tale","3","1.2.14","POLIXENES","Or breed upon our absence, that may blow"
"107973","A Winters Tale","3","1.2.15","POLIXENES","No sneaping winds at home, to make us say"
"107974","A Winters Tale","3","1.2.16","POLIXENES","'This is put forth too truly:' besides, I have stay'd"
"107975","A Winters Tale","3","1.2.17","POLIXENES","To tire your royalty."
"107976","A Winters Tale","4","1.2.18","LEONTES","We are tougher, brother,"
"107977","A Winters Tale","4","1.2.19","LEONTES","Than you can put us to't."
"107978","A Winters Tale","5","1.2.20","POLIXENES","No longer stay."
"107979","A Winters Tale","6","1.2.21","LEONTES","One seven-night longer."
"107980","A Winters Tale","7","1.2.22","POLIXENES","Very sooth, to-morrow."
"107981","A Winters Tale","8","1.2.23","LEONTES","We'll part the time between's then, and in that"
"107982","A Winters Tale","8","1.2.24","LEONTES","I'll no gainsaying."
"107983","A Winters Tale","9","1.2.25","POLIXENES","Press me not, beseech you, so."
"107984","A Winters Tale","9","1.2.26","POLIXENES","There is no tongue that moves, none, none i' the world,"
"107985","A Winters Tale","9","1.2.27","POLIXENES","So soon as yours could win me: so it should now,"
"107986","A Winters Tale","9","1.2.28","POLIXENES","Were there necessity in your request, although"
"107987","A Winters Tale","9","1.2.29","POLIXENES","'Twere needful I denied it. My affairs"
"107988","A Winters Tale","9","1.2.30","POLIXENES","Do even drag me homeward: which to hinder"
"107989","A Winters Tale","9","1.2.31","POLIXENES","Were in your love a whip to me, my stay"
"107990","A Winters Tale","9","1.2.32","POLIXENES","To you a charge and trouble: to save both,"
"107991","A Winters Tale","9","1.2.33","POLIXENES","Farewell, our brother."
"107992","A Winters Tale","10","1.2.34","LEONTES","Tongue-tied, our queen?"
"107993","A Winters Tale","10","1.2.35","LEONTES","speak you."
"107994","A Winters Tale","11","1.2.36","HERMIONE","I had thought, sir, to have held my peace until"
"107995","A Winters Tale","11","1.2.37","HERMIONE","You have drawn oaths from him not to stay. You, sir,"
"107996","A Winters Tale","11","1.2.38","HERMIONE","Charge him too coldly. Tell him, you are sure"
"107997","A Winters Tale","11","1.2.39","HERMIONE","All in Bohemia's well, this satisfaction"
"107998","A Winters Tale","11","1.2.40","HERMIONE","The by-gone day proclaim'd: say this to him,"
"107999","A Winters Tale","11","1.2.41","HERMIONE","He's beat from his best ward."
"108000","A Winters Tale","12","1.2.42","LEONTES","Well said, Hermione."
"108001","A Winters Tale","13","1.2.43","HERMIONE","To tell, he longs to see his son, were strong:"
"108002","A Winters Tale","13","1.2.44","HERMIONE","But let him say so then, and let him go,"
"108003","A Winters Tale","13","1.2.45","HERMIONE","But let him swear so, and he shall not stay,"
"108004","A Winters Tale","13","1.2.46","HERMIONE","We'll thwack him hence with distaffs."
"108005","A Winters Tale","13","1.2.47","HERMIONE","Yet of your royal presence I'll adventure"
"108006","A Winters Tale","13","1.2.48","HERMIONE","The borrow of a week. When at Bohemia"
"108007","A Winters Tale","13","1.2.49","HERMIONE","You take my lord, I'll give him my commission"
"108008","A Winters Tale","13","1.2.50","HERMIONE","To let him there a month behind the gest"
"108009","A Winters Tale","13","1.2.51","HERMIONE","Prefix'd for's parting: yet, good deed, Leontes,"
"108010","A Winters Tale","13","1.2.52","HERMIONE","I love thee not a jar o' the clock behind"
"108011","A Winters Tale","13","1.2.53","HERMIONE","What lady-she her lord. You'll stay?"
"108012","A Winters Tale","14","1.2.54","POLIXENES","No, madam."
"108013","A Winters Tale","15","1.2.55","HERMIONE","Nay, but you will?"
"108014","A Winters Tale","16","1.2.56","POLIXENES","I may not, verily."
"108015","A Winters Tale","17","1.2.57","HERMIONE","Verily!"
"108016","A Winters Tale","17","1.2.58","HERMIONE","You put me off with limber vows, but I,"
"108017","A Winters Tale","17","1.2.59","HERMIONE","Though you would seek to unsphere the"
"108018","A Winters Tale","17","1.2.60","HERMIONE","stars with oaths,"
"108019","A Winters Tale","17","1.2.61","HERMIONE","Should yet say 'Sir, no going.' Verily,"
"108020","A Winters Tale","17","1.2.62","HERMIONE","You shall not go: a lady's 'Verily' 's"
"108021","A Winters Tale","17","1.2.63","HERMIONE","As potent as a lord's. Will you go yet?"
"108022","A Winters Tale","17","1.2.64","HERMIONE","Force me to keep you as a prisoner,"
"108023","A Winters Tale","17","1.2.65","HERMIONE","Not like a guest, so you shall pay your fees"
"108024","A Winters Tale","17","1.2.66","HERMIONE","When you depart, and save your thanks. How say you?"
"108025","A Winters Tale","17","1.2.67","HERMIONE","My prisoner? or my guest? by your dread 'Verily,'"
"108026","A Winters Tale","17","1.2.68","HERMIONE","One of them you shall be."
"108027","A Winters Tale","18","1.2.69","POLIXENES","Your guest, then, madam:"
"108028","A Winters Tale","18","1.2.70","POLIXENES","To be your prisoner should import offending,"
"108029","A Winters Tale","18","1.2.71","POLIXENES","Which is for me less easy to commit"
"108030","A Winters Tale","18","1.2.72","POLIXENES","Than you to punish."
"108031","A Winters Tale","19","1.2.73","HERMIONE","Not your gaoler, then,"
"108032","A Winters Tale","19","1.2.74","HERMIONE","But your kind hostess. Come, I'll question you"
"108033","A Winters Tale","19","1.2.75","HERMIONE","Of my lord's tricks and yours when you were boys:"
"108034","A Winters Tale","19","1.2.76","HERMIONE","You were pretty lordings then?"
"108035","A Winters Tale","20","1.2.77","POLIXENES","We were, fair queen,"
"108036","A Winters Tale","20","1.2.78","POLIXENES","Two lads that thought there was no more behind"
"108037","A Winters Tale","20","1.2.79","POLIXENES","But such a day to-morrow as to-day,"
"108038","A Winters Tale","20","1.2.80","POLIXENES","And to be boy eternal."
"108039","A Winters Tale","21","1.2.81","HERMIONE","Was not my lord"
"108040","A Winters Tale","21","1.2.82","HERMIONE","The verier wag o' the two?"
"108041","A Winters Tale","22","1.2.83","POLIXENES","We were as twinn'd lambs that did frisk i' the sun,"
"108042","A Winters Tale","22","1.2.84","POLIXENES","And bleat the one at the other: what we changed"
"108043","A Winters Tale","22","1.2.85","POLIXENES","Was innocence for innocence, we knew not"
"108044","A Winters Tale","22","1.2.86","POLIXENES","The doctrine of ill-doing, nor dream'd"
"108045","A Winters Tale","22","1.2.87","POLIXENES","That any did. Had we pursued that life,"
"108046","A Winters Tale","22","1.2.88","POLIXENES","And our weak spirits ne'er been higher rear'd"
"108047","A Winters Tale","22","1.2.89","POLIXENES","With stronger blood, we should have answer'd heaven"
"108048","A Winters Tale","22","1.2.90","POLIXENES","Boldly 'not guilty,' the imposition clear'd"
"108049","A Winters Tale","22","1.2.91","POLIXENES","Hereditary ours."
"108050","A Winters Tale","23","1.2.92","HERMIONE","By this we gather"
"108051","A Winters Tale","23","1.2.93","HERMIONE","You have tripp'd since."
"108052","A Winters Tale","24","1.2.94","POLIXENES","O my most sacred lady!"
"108053","A Winters Tale","24","1.2.95","POLIXENES","Temptations have since then been born to's, for"
"108054","A Winters Tale","24","1.2.96","POLIXENES","In those unfledged days was my wife a girl,"
"108055","A Winters Tale","24","1.2.97","POLIXENES","Your precious self had then not cross'd the eyes"
"108056","A Winters Tale","24","1.2.98","POLIXENES","Of my young play-fellow."
"108057","A Winters Tale","25","1.2.99","HERMIONE","Grace to boot!"
"108058","A Winters Tale","25","1.2.100","HERMIONE","Of this make no conclusion, lest you say"
"108059","A Winters Tale","25","1.2.101","HERMIONE","Your queen and I are devils: yet go on,"
"108060","A Winters Tale","25","1.2.102","HERMIONE","The offences we have made you do we'll answer,"
"108061","A Winters Tale","25","1.2.103","HERMIONE","If you first sinn'd with us and that with us"
"108062","A Winters Tale","25","1.2.104","HERMIONE","You did continue fault and that you slipp'd not"
"108063","A Winters Tale","25","1.2.105","HERMIONE","With any but with us."
"108064","A Winters Tale","26","1.2.106","LEONTES","Is he won yet?"
"108065","A Winters Tale","27","1.2.107","HERMIONE","He'll stay my lord."
"108066","A Winters Tale","28","1.2.108","LEONTES","At my request he would not."
"108067","A Winters Tale","28","1.2.109","LEONTES","Hermione, my dearest, thou never spokest"
"108068","A Winters Tale","28","1.2.110","LEONTES","To better purpose."
"108069","A Winters Tale","29","1.2.111","HERMIONE","Never?"
"108070","A Winters Tale","30","1.2.112","LEONTES","Never, but once."
"108071","A Winters Tale","31","1.2.113","HERMIONE","What! have I twice said well? when was't before?"
"108072","A Winters Tale","31","1.2.114","HERMIONE","I prithee tell me, cram's with praise, and make's"
"108073","A Winters Tale","31","1.2.115","HERMIONE","As fat as tame things: one good deed dying tongueless"
"108074","A Winters Tale","31","1.2.116","HERMIONE","Slaughters a thousand waiting upon that."
"108075","A Winters Tale","31","1.2.117","HERMIONE","Our praises are our wages: you may ride's"
"108076","A Winters Tale","31","1.2.118","HERMIONE","With one soft kiss a thousand furlongs ere"
"108077","A Winters Tale","31","1.2.119","HERMIONE","With spur we beat an acre. But to the goal:"
"108078","A Winters Tale","31","1.2.120","HERMIONE","My last good deed was to entreat his stay:"
"108079","A Winters Tale","31","1.2.121","HERMIONE","What was my first? it has an elder sister,"
"108080","A Winters Tale","31","1.2.122","HERMIONE","Or I mistake you: O, would her name were Grace!"
"108081","A Winters Tale","31","1.2.123","HERMIONE","But once before I spoke to the purpose: when?"
"108082","A Winters Tale","31","1.2.124","HERMIONE","Nay, let me have't, I long."
"108083","A Winters Tale","32","1.2.125","LEONTES","Why, that was when"
"108084","A Winters Tale","32","1.2.126","LEONTES","Three crabbed months had sour'd themselves to death,"
"108085","A Winters Tale","32","1.2.127","LEONTES","Ere I could make thee open thy white hand"
"108086","A Winters Tale","32","1.2.128","LEONTES","And clap thyself my love: then didst thou utter"
"108087","A Winters Tale","32","1.2.129","LEONTES","'I am yours for ever.'"
"108088","A Winters Tale","33","1.2.130","HERMIONE","'Tis grace indeed."
"108089","A Winters Tale","33","1.2.131","HERMIONE","Why, lo you now, I have spoke to the purpose twice:"
"108090","A Winters Tale","33","1.2.132","HERMIONE","The one for ever earn'd a royal husband,"
"108091","A Winters Tale","33","1.2.133","HERMIONE","The other for some while a friend."
"108092","A Winters Tale","34","1.2.134","LEONTES","[Aside]	Too hot, too hot!"
"108093","A Winters Tale","34","1.2.135","LEONTES","To mingle friendship far is mingling bloods."
"108094","A Winters Tale","34","1.2.136","LEONTES","I have tremor cordis on me: my heart dances,"
"108095","A Winters Tale","34","1.2.137","LEONTES","But not for joy, not joy. This entertainment"
"108096","A Winters Tale","34","1.2.138","LEONTES","May a free face put on, derive a liberty"
"108097","A Winters Tale","34","1.2.139","LEONTES","From heartiness, from bounty, fertile bosom,"
"108098","A Winters Tale","34","1.2.140","LEONTES","And well become the agent, 't may, I grant,"
"108099","A Winters Tale","34","1.2.141","LEONTES","But to be paddling palms and pinching fingers,"
"108100","A Winters Tale","34","1.2.142","LEONTES","As now they are, and making practised smiles,"
"108101","A Winters Tale","34","1.2.143","LEONTES","As in a looking-glass, and then to sigh, as 'twere"
"108102","A Winters Tale","34","1.2.144","LEONTES","The mort o' the deer, O, that is entertainment"
"108103","A Winters Tale","34","1.2.145","LEONTES","My bosom likes not, nor my brows! Mamillius,"
"108104","A Winters Tale","34","1.2.146","LEONTES","Art thou my boy?"
"108105","A Winters Tale","35","1.2.147","MAMILLIUS","Ay, my good lord."
"108106","A Winters Tale","36","1.2.148","LEONTES","I' fecks!"
"108107","A Winters Tale","36","1.2.149","LEONTES","Why, that's my bawcock. What, hast"
"108108","A Winters Tale","36","1.2.150","LEONTES","smutch'd thy nose?"
"108109","A Winters Tale","36","1.2.151","LEONTES","They say it is a copy out of mine. Come, captain,"
"108110","A Winters Tale","36","1.2.152","LEONTES","We must be neat, not neat, but cleanly, captain:"
"108111","A Winters Tale","36","1.2.153","LEONTES","And yet the steer, the heifer and the calf"
"108112","A Winters Tale","36","1.2.154","LEONTES","Are all call'd neat.--Still virginalling"
"108113","A Winters Tale","36","1.2.155","LEONTES","Upon his palm!--How now, you wanton calf!"
"108114","A Winters Tale","36","1.2.156","LEONTES","Art thou my calf?"
"108115","A Winters Tale","37","1.2.157","MAMILLIUS","Yes, if you will, my lord."
"108116","A Winters Tale","38","1.2.158","LEONTES","Thou want'st a rough pash and the shoots that I have,"
"108117","A Winters Tale","38","1.2.159","LEONTES","To be full like me: yet they say we are"
"108118","A Winters Tale","38","1.2.160","LEONTES","Almost as like as eggs, women say so,"
"108119","A Winters Tale","38","1.2.161","LEONTES","That will say anything but were they false"
"108120","A Winters Tale","38","1.2.162","LEONTES","As o'er-dyed blacks, as wind, as waters, false"
"108121","A Winters Tale","38","1.2.163","LEONTES","As dice are to be wish'd by one that fixes"
"108122","A Winters Tale","38","1.2.164","LEONTES","No bourn 'twixt his and mine, yet were it true"
"108123","A Winters Tale","38","1.2.165","LEONTES","To say this boy were like me. Come, sir page,"
"108124","A Winters Tale","38","1.2.166","LEONTES","Look on me with your welkin eye: sweet villain!"
"108125","A Winters Tale","38","1.2.167","LEONTES","Most dear'st! my collop! Can thy dam?--may't be?--"
"108126","A Winters Tale","38","1.2.168","LEONTES","Affection! thy intention stabs the centre:"
"108127","A Winters Tale","38","1.2.169","LEONTES","Thou dost make possible things not so held,"
"108128","A Winters Tale","38","1.2.170","LEONTES","Communicatest with dreams,--how can this be?--"
"108129","A Winters Tale","38","1.2.171","LEONTES","With what's unreal thou coactive art,"
"108130","A Winters Tale","38","1.2.172","LEONTES","And fellow'st nothing: then 'tis very credent"
"108131","A Winters Tale","38","1.2.173","LEONTES","Thou mayst co-join with something, and thou dost,"
"108132","A Winters Tale","38","1.2.174","LEONTES","And that beyond commission, and I find it,"
"108133","A Winters Tale","38","1.2.175","LEONTES","And that to the infection of my brains"
"108134","A Winters Tale","38","1.2.176","LEONTES","And hardening of my brows."
"108135","A Winters Tale","39","1.2.177","POLIXENES","What means Sicilia?"
"108136","A Winters Tale","40","1.2.178","HERMIONE","He something seems unsettled."
"108137","A Winters Tale","41","1.2.179","POLIXENES","How, my lord!"
"108138","A Winters Tale","41","1.2.180","POLIXENES","What cheer? how is't with you, best brother?"
"108139","A Winters Tale","42","1.2.181","HERMIONE","You look as if you held a brow of much distraction"
"108140","A Winters Tale","42","1.2.182","HERMIONE","Are you moved, my lord?"
"108141","A Winters Tale","43","1.2.183","LEONTES","No, in good earnest."
"108142","A Winters Tale","43","1.2.184","LEONTES","How sometimes nature will betray its folly,"
"108143","A Winters Tale","43","1.2.185","LEONTES","Its tenderness, and make itself a pastime"
"108144","A Winters Tale","43","1.2.186","LEONTES","To harder bosoms! Looking on the lines"
"108145","A Winters Tale","43","1.2.187","LEONTES","Of my boy's face, methoughts I did recoil"
"108146","A Winters Tale","43","1.2.188","LEONTES","Twenty-three years, and saw myself unbreech'd,"
"108147","A Winters Tale","43","1.2.189","LEONTES","In my green velvet coat, my dagger muzzled,"
"108148","A Winters Tale","43","1.2.190","LEONTES","Lest it should bite its master, and so prove,"
"108149","A Winters Tale","43","1.2.191","LEONTES","As ornaments oft do, too dangerous:"
"108150","A Winters Tale","43","1.2.192","LEONTES","How like, methought, I then was to this kernel,"
"108151","A Winters Tale","43","1.2.193","LEONTES","This squash, this gentleman. Mine honest friend,"
"108152","A Winters Tale","43","1.2.194","LEONTES","Will you take eggs for money?"
"108153","A Winters Tale","44","1.2.195","MAMILLIUS","No, my lord, I'll fight."
"108154","A Winters Tale","45","1.2.196","LEONTES","You will! why, happy man be's dole! My brother,"
