w1,w2,count,count_w1,P(w2|w1)
govern,better,1,38,0.02631578947368421
hardly,yet,1,38,0.02631578947368421
virgin,in,1,38,0.02631578947368421
suspect,for,1,38,0.02631578947368421
big,--,1,38,0.02631578947368421
remains,:,1,38,0.02631578947368421
think'st,of,1,38,0.02631578947368421
kisses,sin,1,38,0.02631578947368421
vain,:,2,76,0.02631578947368421
smile,:,2,76,0.02631578947368421
council,has,1,38,0.02631578947368421
hateful,fool,1,38,0.02631578947368421
habit,play,1,38,0.02631578947368421
confirm,with,1,38,0.02631578947368421
kisses,by,1,38,0.02631578947368421
sell,revenge,1,38,0.02631578947368421
kisses,bring,1,38,0.02631578947368421
minute,and,1,38,0.02631578947368421
habit,wait,1,38,0.02631578947368421
remains,apart,1,38,0.02631578947368421
wears,next,1,38,0.02631578947368421
complexion,and,1,38,0.02631578947368421
image,tell,1,38,0.02631578947368421
line,one,1,38,0.02631578947368421
earnest,advocate,1,38,0.02631578947368421
think'st,him,1,38,0.02631578947368421
gaunt,alive,1,38,0.02631578947368421
stroke,and,1,38,0.02631578947368421
habit,no,1,38,0.02631578947368421
hateful,.,1,38,0.02631578947368421
gaunt,a,1,38,0.02631578947368421
killed,them,1,38,0.02631578947368421
remains,loyal,1,38,0.02631578947368421
lean,earth,1,38,0.02631578947368421
council,to,1,38,0.02631578947368421
complexion,crack,1,38,0.02631578947368421
govern,well,1,38,0.02631578947368421
marks,on,1,38,0.02631578947368421
slew,in,1,38,0.02631578947368421
holds,him,2,76,0.02631578947368421
govern,so,1,38,0.02631578947368421
padua,:,1,38,0.02631578947368421
kisses,it,1,38,0.02631578947368421
lean,abhorred,1,38,0.02631578947368421
firm,faith,1,38,0.02631578947368421
council,under,1,38,0.02631578947368421
image,so,1,38,0.02631578947368421
modest,evidence,1,38,0.02631578947368421
picture,:,1,38,0.02631578947368421
lean,thine,1,38,0.02631578947368421
sell,thee,1,38,0.02631578947368421
hardly,have,1,38,0.02631578947368421
smile,in,2,76,0.02631578947368421
remains,?,1,38,0.02631578947368421
armed,through,1,38,0.02631578947368421
until,thy,2,76,0.02631578947368421
wreck,at,1,38,0.02631578947368421
confirm,any,1,38,0.02631578947368421
weapons,wrapped,1,38,0.02631578947368421
kisses,on,1,38,0.02631578947368421
prey,where,1,38,0.02631578947368421
until,they,2,76,0.02631578947368421
firm,reason,1,38,0.02631578947368421
sell,men,1,38,0.02631578947368421
minute,ere,1,38,0.02631578947368421
hateful,mansion,1,38,0.02631578947368421
firm,promise,1,38,0.02631578947368421
image,even,1,38,0.02631578947368421
firm,roman,1,38,0.02631578947368421
big,compare,1,38,0.02631578947368421
hardly,serve,1,38,0.02631578947368421
lean,cheek,1,38,0.02631578947368421
complexion,above,1,38,0.02631578947368421
wears,for,1,38,0.02631578947368421
tide,thy,1,38,0.02631578947368421
suspect,still,1,38,0.02631578947368421
habit,by,1,38,0.02631578947368421
kisses,me,1,38,0.02631578947368421
image,is,1,38,0.02631578947368421
tide,is,1,38,0.02631578947368421
until,it,2,76,0.02631578947368421
hateful,liquor,1,38,0.02631578947368421
lear,is,1,38,0.02631578947368421
minute,feed,1,38,0.02631578947368421
modest,:,1,38,0.02631578947368421
sold,lord,1,38,0.02631578947368421
hateful,hands,1,38,0.02631578947368421
killed,by,1,38,0.02631578947368421
prey,that,1,38,0.02631578947368421
wears,wooden,1,38,0.02631578947368421
govern,our,1,38,0.02631578947368421
suspect,us,1,38,0.02631578947368421
armed,discord,1,38,0.02631578947368421
modest,haste,1,38,0.02631578947368421
hateful,griefs,1,38,0.02631578947368421
seems,not,3,114,0.02631578947368421
firm,of,1,38,0.02631578947368421
killed,and,1,38,0.02631578947368421
wears,thee,1,38,0.02631578947368421
armed,head,1,38,0.02631578947368421
sell,your,1,38,0.02631578947368421
wears,upon,1,38,0.02631578947368421
suspect,this,1,38,0.02631578947368421
line,stretch,1,38,0.02631578947368421
hateful,truth,1,38,0.02631578947368421
firm,earth,1,38,0.02631578947368421
infinite,in,1,38,0.02631578947368421
modest,working,1,38,0.02631578947368421
hardly,draw,1,38,0.02631578947368421
padua,to,1,38,0.02631578947368421
wears,cruel,1,38,0.02631578947368421
slew,.,1,38,0.02631578947368421
minute,spent,1,38,0.02631578947368421
suspect,you,1,38,0.02631578947368421
shepherd,be,2,76,0.02631578947368421
complexion,smear,1,38,0.02631578947368421
marks,thou,1,38,0.02631578947368421
big,imagination,1,38,0.02631578947368421
mistake,again,1,38,0.02631578947368421
hateful,days,1,38,0.02631578947368421
wears,no,1,38,0.02631578947368421
remains,not,1,38,0.02631578947368421
mistake,him,1,38,0.02631578947368421
armed,jaws,1,38,0.02631578947368421
modest,enough,1,38,0.02631578947368421
firm,thy,1,38,0.02631578947368421
infinite,deal,1,38,0.02631578947368421
sell,",",1,38,0.02631578947368421
until,thou,2,76,0.02631578947368421
infinite,cunning,1,38,0.02631578947368421
picture,here,1,38,0.02631578947368421
hateful,name,1,38,0.02631578947368421
infinite,or,1,38,0.02631578947368421
think'st,me,1,38,0.02631578947368421
sell,all,1,38,0.02631578947368421
killed,for,1,38,0.02631578947368421
padua,for,1,38,0.02631578947368421
infinite,numbers,1,38,0.02631578947368421
lear,with,1,38,0.02631578947368421
sold,among,1,38,0.02631578947368421
council,and,1,38,0.02631578947368421
modest,young,1,38,0.02631578947368421
earnest,words,1,38,0.02631578947368421
confirm,her,1,38,0.02631578947368421
complexion,that,1,38,0.02631578947368421
firm,eyes,1,38,0.02631578947368421
govern,thy,1,38,0.02631578947368421
modest,terms,1,38,0.02631578947368421
mistake,in,1,38,0.02631578947368421
lean,enough,1,38,0.02631578947368421
amazed,with,1,38,0.02631578947368421
sold,her,1,38,0.02631578947368421
killed,to-day,1,38,0.02631578947368421
weapons,rather,1,38,0.02631578947368421
firm,by,1,38,0.02631578947368421
think'st,'t,1,38,0.02631578947368421
minute,teems,1,38,0.02631578947368421
council,are,1,38,0.02631578947368421
amazed,vouchsafe,1,38,0.02631578947368421
govern,!,1,38,0.02631578947368421
earnest,heart,1,38,0.02631578947368421
modest,doubt,1,38,0.02631578947368421
amazed,thus,1,38,0.02631578947368421
modest,wisdom,1,38,0.02631578947368421
infinite,malady,1,38,0.02631578947368421
infinite,?,1,38,0.02631578947368421
hateful,imperfection,1,38,0.02631578947368421
kisses,you,1,38,0.02631578947368421
council,!,1,38,0.02631578947368421
dauphin,there,2,76,0.02631578947368421
minute,you,1,38,0.02631578947368421
sell,ourselves,1,38,0.02631578947368421
wreck,thee,1,38,0.02631578947368421
sell,again,1,38,0.02631578947368421
confirm,our,1,38,0.02631578947368421
modest,girl,1,38,0.02631578947368421
count,it,3,114,0.02631578947368421
govern,and,1,38,0.02631578947368421
habit,on,1,38,0.02631578947368421
amazed,my,1,38,0.02631578947368421
remains,the,1,38,0.02631578947368421
hardly,endure,1,38,0.02631578947368421
stroke,or,1,38,0.02631578947368421
marks,you,1,38,0.02631578947368421
picture,hangs,1,38,0.02631578947368421
hardly,win,1,38,0.02631578947368421
stroke,your,1,38,0.02631578947368421
shepherd,and,2,76,0.02631578947368421
salisbury,.,2,76,0.02631578947368421
tide,stays,1,38,0.02631578947368421
infinite,space,1,38,0.02631578947368421
lean,wardrobe,1,38,0.02631578947368421
kisses,titus,1,38,0.02631578947368421
powers,do,2,76,0.02631578947368421
cheer,is,2,76,0.02631578947368421
remains,to,1,38,0.02631578947368421
line,to,1,38,0.02631578947368421
big,?,1,38,0.02631578947368421
pause,again,1,38,0.02631578947368421
cheer,his,2,76,0.02631578947368421
firm,abstinence,1,38,0.02631578947368421
weapons,for,1,38,0.02631578947368421
kisses,all,1,38,0.02631578947368421
minute,threatens,1,38,0.02631578947368421
killed,myself,1,38,0.02631578947368421
amazed,.,1,38,0.02631578947368421
modest,paces,1,38,0.02631578947368421
lean,pates,1,38,0.02631578947368421
council,rated,1,38,0.02631578947368421
marks,with,1,38,0.02631578947368421
armed,.,1,38,0.02631578947368421
armed,:,1,38,0.02631578947368421
picture,i,1,38,0.02631578947368421
habit,will,1,38,0.02631578947368421
hateful,love,1,38,0.02631578947368421
minute,into,1,38,0.02631578947368421
minute,in,1,38,0.02631578947368421
big,round,1,38,0.02631578947368421
suspect,a,1,38,0.02631578947368421
infinite,book,1,38,0.02631578947368421
padua,come,1,38,0.02631578947368421
picture,left,1,38,0.02631578947368421
powers,!,2,76,0.02631578947368421
big,of,1,38,0.02631578947368421
modest,are,1,38,0.02631578947368421
sell,bullocks,1,38,0.02631578947368421
virgin,got,1,38,0.02631578947368421
habit,that,1,38,0.02631578947368421
lean,unwash,1,38,0.02631578947368421
remains,here,1,38,0.02631578947368421
infinite,distance,1,38,0.02631578947368421
wreck,?,1,38,0.02631578947368421
armed,fist,1,38,0.02631578947368421
armed,with,1,38,0.02631578947368421
wears,this,1,38,0.02631578947368421
smile,again,2,76,0.02631578947368421
banishment,is,1,38,0.02631578947368421
hateful,deeds,1,38,0.02631578947368421
complexion,there,1,38,0.02631578947368421
remains,now,1,38,0.02631578947368421
lean,famine,1,38,0.02631578947368421
sell,so,1,38,0.02631578947368421
infinite,mock,1,38,0.02631578947368421
stroke,thy,1,38,0.02631578947368421
count,?,3,114,0.02631578947368421
wreck,discern,1,38,0.02631578947368421
armed,that,1,38,0.02631578947368421
armed,soldiers,1,38,0.02631578947368421
infinite,breast,1,38,0.02631578947368421
firm,estate,1,38,0.02631578947368421
govern,of,1,38,0.02631578947368421
lean,luck,1,38,0.02631578947368421
slew,herself,1,38,0.02631578947368421
virgin,knight,1,38,0.02631578947368421
pause,there,1,38,0.02631578947368421
mistake,no,1,38,0.02631578947368421
marks,!,1,38,0.02631578947368421
modest,truth,1,38,0.02631578947368421
lear,on,1,38,0.02631578947368421
modest,moon,1,38,0.02631578947368421
council,?,1,38,0.02631578947368421
amazed,ran,1,38,0.02631578947368421
habit,in,1,38,0.02631578947368421
wears,out,1,38,0.02631578947368421
armed,guard,1,38,0.02631578947368421
habit,?,1,38,0.02631578947368421
banishment,was,1,38,0.02631578947368421
minute,behind,1,38,0.02631578947368421
pause,and,1,38,0.02631578947368421
hardly,borne,1,38,0.02631578947368421
virgin,hue,1,38,0.02631578947368421
firm,nerves,1,38,0.02631578947368421
stroke,!,1,38,0.02631578947368421
line,is,1,38,0.02631578947368421
marks,be,1,38,0.02631578947368421
count,john,3,114,0.02631578947368421
weapons,laugh,1,38,0.02631578947368421
minute,is,1,38,0.02631578947368421
marks,between,1,38,0.02631578947368421
killed,indeed,1,38,0.02631578947368421
govern,rome,1,38,0.02631578947368421
prey,at,1,38,0.02631578947368421
modest,one,1,38,0.02631578947368421
armed,hoofs,1,38,0.02631578947368421
big,in,1,38,0.02631578947368421
marks,the,1,38,0.02631578947368421
slew,no,1,38,0.02631578947368421
tide,grow,1,38,0.02631578947368421
modest,nature,1,38,0.02631578947368421
sold,many,1,38,0.02631578947368421
govern,her,1,38,0.02631578947368421
infinite,doings,1,38,0.02631578947368421
sell,would,1,38,0.02631578947368421
kisses,in,1,38,0.02631578947368421
slew,to-day,1,38,0.02631578947368421
hardly,shall,1,38,0.02631578947368421
lear,:,1,38,0.02631578947368421
until,a,2,76,0.02631578947368421
lear,walk,1,38,0.02631578947368421
padua,shall,1,38,0.02631578947368421
sell,every,1,38,0.02631578947368421
holds,a,2,76,0.02631578947368421
lear,!,1,38,0.02631578947368421
took,her,4,152,0.02631578947368421
until,their,2,76,0.02631578947368421
lear,hath,1,38,0.02631578947368421
complexion,choose,1,38,0.02631578947368421
padua,and,1,38,0.02631578947368421
image,ne'er,1,38,0.02631578947368421
sold,dearer,1,38,0.02631578947368421
remains,behind,1,38,0.02631578947368421
infinite,heart's-ease,1,38,0.02631578947368421
kisses,octavia,1,38,0.02631578947368421
modest,assurance,1,38,0.02631578947368421
hardly,conceive,1,38,0.02631578947368421
govern,thee,1,38,0.02631578947368421
minute,:,1,38,0.02631578947368421
hardly,attain,1,38,0.02631578947368421
hardly,understood,1,38,0.02631578947368421
think'st,his,1,38,0.02631578947368421
slew,three,1,38,0.02631578947368421
modest,warrant,1,38,0.02631578947368421
hardly,in,1,38,0.02631578947368421
complexion,soever,1,38,0.02631578947368421
hardly,forbear,1,38,0.02631578947368421
think'st,it,1,38,0.02631578947368421
modest,smile,1,38,0.02631578947368421
firm,security,1,38,0.02631578947368421
modest,eyes,1,38,0.02631578947368421
minute,than,1,38,0.02631578947368421
wreck,that,1,38,0.02631578947368421
buckingham,?,3,114,0.02631578947368421
council,hear,1,38,0.02631578947368421
govern,in,1,38,0.02631578947368421
earnest,in,1,38,0.02631578947368421
think'st,there,1,38,0.02631578947368421
knowledge,!,2,76,0.02631578947368421
seems,he,3,114,0.02631578947368421
firm,to,1,38,0.02631578947368421
gaunt,is,1,38,0.02631578947368421
hardly,to,1,38,0.02631578947368421
wears,jewels,1,38,0.02631578947368421
armed,tail,1,38,0.02631578947368421
infinite,virtue,1,38,0.02631578947368421
firm,bosom,1,38,0.02631578947368421
hateful,raven,1,38,0.02631578947368421
gaunt,'s,1,38,0.02631578947368421
confirm,:,1,38,0.02631578947368421
dauphin,i,2,76,0.02631578947368421
hardly,entreat,1,38,0.02631578947368421
suspect,is,1,38,0.02631578947368421
picture,for,1,38,0.02631578947368421
line,two,1,38,0.02631578947368421
kisses,:,1,38,0.02631578947368421
weapons,is,1,38,0.02631578947368421
big,mars,1,38,0.02631578947368421
sold,it,1,38,0.02631578947368421
holds,dear,2,76,0.02631578947368421
picture,that,1,38,0.02631578947368421
slew,himself,1,38,0.02631578947368421
knowledge,with,2,76,0.02631578947368421
until,your,2,76,0.02631578947368421
slew,your,1,38,0.02631578947368421
wears,.,1,38,0.02631578947368421
hateful,duke,1,38,0.02631578947368421
happy,that,5,190,0.02631578947368421
took,you,4,152,0.02631578947368421
picture,with,1,38,0.02631578947368421
hateful,as,1,38,0.02631578947368421
firm,for,1,38,0.02631578947368421
line,your,1,38,0.02631578947368421
infinite,jest,1,38,0.02631578947368421
confirm,that,1,38,0.02631578947368421
happy,day,5,190,0.02631578947368421
armed,heels,1,38,0.02631578947368421
sold,in,1,38,0.02631578947368421
infinite,variety,1,38,0.02631578947368421
firm,proposed,1,38,0.02631578947368421
firm,loyalty,1,38,0.02631578947368421
sold,not,1,38,0.02631578947368421
tide,into,1,38,0.02631578947368421
virgin,patent,1,38,0.02631578947368421
hardly,one,1,38,0.02631578947368421
pause,where,1,38,0.02631578947368421
virgin,crimson,1,38,0.02631578947368421
prey,unto,1,38,0.02631578947368421
gaunt,commends,1,38,0.02631578947368421
council,thou,1,38,0.02631578947368421
modest,dian,1,38,0.02631578947368421
mistake,each,1,38,0.02631578947368421
modest,in,1,38,0.02631578947368421
virgin,thorn,1,38,0.02631578947368421
sell,his,1,38,0.02631578947368421
hateful,commons,1,38,0.02631578947368421
virgin,honour,1,38,0.02631578947368421
wears,at,1,38,0.02631578947368421
suspect,:,1,38,0.02631578947368421
virgin,voice,1,38,0.02631578947368421
modest,complement,1,38,0.02631578947368421
wears,she,1,38,0.02631578947368421
armed,hand,1,38,0.02631578947368421
gaunt,.,1,38,0.02631578947368421
marks,invested,1,38,0.02631578947368421
virgin,that,1,38,0.02631578947368421
govern,your,1,38,0.02631578947368421
gaunt,!,1,38,0.02631578947368421
prey,of,1,38,0.02631578947368421
minute,gives,1,38,0.02631578947368421
virgin,crants,1,38,0.02631578947368421
prey,!,1,38,0.02631578947368421
knowledge,in,2,76,0.02631578947368421
